tier,summonerId,summonerName,leaguePoints,wins,losses,puuid
CHALLENGER,GSBOhygRWpQ2KAMdrNvJhwJNSeK_ZELbMs-8dGvcaADYZfc,폼 팡,877,1154,1084,k1SE4wsxBYtdNS3NZtBYicRawcrJyRhQaeD-AF78wYzNEN1v_Q4QetywKMmJstlswZi4lufYku-U1A
CHALLENGER,vFmOajmLjoFzndVd-mxcgzzhh4p3v0fXkpqPwvKKm5Yu3a8cnzHk2NPzrA,강태동유승승,873,180,113,uo-Gnz1-R8RqmBBDRfPNLvOB7teiDneG8sjcsUAwE10FvpFQ8ot_G71qUuA9bDOo1cyqR7YD-faCow
CHALLENGER,APx0GOi1NbQgDuBihTin5fGIb1m_Qf8bnRDc6BxlEeFqzMY,와인 한잔 주쎄요,951,303,240,AC7CIeo0IwLtL21AWVyD-znGUpgSJPa_4aqk0NmY2_YbLqdvP8u_52GDkvJTJcveX57n_ov_OBGUTg
CHALLENGER,R5BKiBqJa3b09fZCPGLw5zVzFq31Bf08aLfDYTDI3VbjHME,물좀 떠다주라,849,1708,1653,9b-pxtX-B_WExEABCOv_dsRGIQAXZw7Mvk9_Ux3fVxbmp0-jqW9FAmrWIBrH8qZRWutzj-85Rl9JLg
CHALLENGER,DFbrbiZX1xD5XLvKcqr-BYEvlkmsFEq-chrF08aH1nd0esM,워웍뿌삐,898,509,458,vOul6DzpWsYM5OY2hnk8rGPaJjI4KjfOrNv7D6m9v_CwqZHCHAN6CEqgJ32AFFTUTKAzNw1jSD81Ow
CHALLENGER,N96PAIdNm8lC5dbHFmpmsVEp-mRLjgCWjDgbq44TaYnXMyk,Gen G Peyz,1316,1234,1148,vlhVw87brrIUm8le1qLYbOAzuZa1xs4_hPozfioAt-0MgP9EeV4IIPdoy2sKwJUywpFzgDxJMBOo0Q
CHALLENGER,_D4Qy3uqHe5FAb-BP0zHeAMuqG_-nDL06h0a5HVkpY_4Q8uVWO6ZUWxIpA,우제우스,1504,649,548,5V97o-kntJ9XI138P3ypffNdPGezK92dVhZ2EWAdIf_g5QgBlWYs6G5r-gZkj5XjrsqA8a5GQAblmg
CHALLENGER,WPRqButGh9-BH4D7EVNXgZ99VrZwfP_sMXcbgqEh1562-m-N_yHMEO_B8A,bonnie123,1299,1045,963,BaalqLR3jSNKW5baKSoFodQqrZqhB8x0_PO4s5FrlkTWNwZuJoOHbPUDQtctEGUwp5TYGGSYkwRbSA
CHALLENGER,-L4kkrnx3mxqZiEzWcZWH5az_qVz-XWjWr-IckFjI9Nk9L0ydF1J98c01A,LN party,1008,1011,936,dSCo-SKqakBxCB4SaflK1ZlqQX3IS7UkmsBb6ikVSXooi06nJ58h9HqCi0lPzUftSA1WIGXgplrKww
CHALLENGER,z8h82G3BK_WmCbC-wAO7U0vM6Ev-aIUgfX9CHfmgA1n8jCI,fuzhu carry,1028,1056,991,u7xt6Pis5WHzOZpcSakjbwNb0-h8onO1MskTSCfjt-ogn6ajP_S946afuG6HbnPDF3yrwVwqM9QwkA
CHALLENGER,sEht0SFCM905KHNQVQqea9z0Bap-yijhMwSdSk5gzhFfEI4,구석에앉아있기,859,288,224,Kl5arq8d8o0VS8oj1Aqr9jxaIYU1tn87XqujwsF4b5-a8WVcoDoa3Rsp2IRVeuJFJSqaIUwkIYGp_g
CHALLENGER,ZBT_cZ_Mv3LQJULkgvVSsbzao59D3GyVoErwelhNFm2pLFc, 나차가운 마음,1005,613,543,cdIOQZELVladi0otbe2R41aIAGiillJLepXL0NYpX4awhHTj5JodN5xE6rfFdSuCQh4T7yDHNYQbgA
CHALLENGER,B9jgRDRWc6eNQXlZEvlZsx3mchw3v5RKKManaI-M6IT4NZI,그리움 설레임,864,298,213,G6AlGmZZ2vLIWW6xisls7qKcY-aa82eikACM2EXdUadjb7GHVuE_KMSalv7JBDR7fvwEFSniEnSOrg
CHALLENGER,Xo3aGJOvNOoYrEuSMdBzHRYS4EW1Av68GpT3imfPn90TEFm_,Y0UTUBE Axiyo,903,538,465,c_0VbX3Kgij36q7aBchXJfzit7RgFHHkrJSAgwsgF10mP_i7JZNtiKvvSgaa9d4LnySUtG5D5TemLQ
CHALLENGER,m7YJ9FJ6hPYjNeTR4pJH1aHUqlnchQoLhmLOqUXYSyPB1-lf,Mg mid,936,1317,1241,JQ7NruhI378-46HUjjQ-DXW6bfO9NpS0iZuhlgWfEURMvh5mYqWays7SRyc7-2bxYueDVa5FHTc6BA
CHALLENGER,2uTIkRvnbWbxGJ0qcZWFncCZdNnnqueGt9iznKrQCmFvh3Ouf3n4TgBS1w,Erilia,1112,109,54,sDzOa5uB88bgymU32cR2aVfCf0p3ZEl-yGvSmhp3DNHUy44rJvjrO8vLr9cmVc7chfcgHwTJmks2UQ
CHALLENGER,vjyJ9cDrPlCSSxMICHX9ByFrTdDECxuliy-F_GU6QHWtfpA,Yorick,949,648,582,qyzo6xnVibQMTVJER1mEvnsHGVIodTaZ9_8UhNUeA9OawXpK1T7TUexFEKxxbNGam5UgkpGia9tfAA
CHALLENGER,O-hV4epAt1zF6kCT1a5WoMU2pVQgEP0E8OEH6-oXo8xHusc,조까안해,874,702,622,33ns5H-d_XIvR5iAPtILjNqh2UL_Xu4N4FSJ8NRrkqlxJPzsK0dNX5zp57Xyk5R0mucGTQuFDsjmcw
CHALLENGER,kkEqhBaLOQuihvmubCg2gj7tqb-m-fF065kJasULiEhEHNad1C5M1Y2HSQ,502 Error,867,172,133,A0gyLZHmar-rYOQ0rTtGXbSPoABwj1wt3HfSt-ztmV9bDUqT4aKfRLfUgIUnbWt5sa1ebXDzn94laQ
CHALLENGER,Um8a28EnIeUB7P8_6HbrgsN_AHxzxLP1IgJUu5_htDF6CGgV,Pier0,952,1077,1007,lD_-x3NLA5nY7o8b4SB9qiSPTNsESITio_Ns-DBl_6TTEEmGMVCEcnuibdIaA_J5fcmOeDDfrYMZlw
CHALLENGER,AfpeivPlPV9Qm3FQc75PBkNZCKVGRdDaOJtRctuJaB5yJ6k,Gen G Karis,1138,622,540,bDeGM-KMdJ3OlAXZxEwF_Wr2a6bDBPCgUpv7x87dv0HyOcpFBD6Lr3jlfIpoG1Lp3k5FiV37hw_K5w
CHALLENGER,qMZgNEwVQrM33B2aEdwyF49C_fEd8u_MjFtUgKU_Pc1PEy4,ADC Honey,916,478,409,HPWOajBYPKHeU088huuJvZKM-8QVNsbcm722-ty9cmhx0uPg87TdAOBzEQ8nD5HGuqrY5tYqwYgP-w
CHALLENGER,uraYnwAZrFDMtRXD0jOIxE50Q0lZOwitTPttOvwBPPbMd0Sh,ZEST1,872,700,625,j1Iv50Cc_zD7PEz-rdeYGXgK1FgSxgiM4zJq_nwrOK8NF5Uh1VYA3IwkKPn0No88mNxsN4S31UuBHA
CHALLENGER,JW4tXOn8fGWoqZnrf4peBa-VaErT-btAfH1Mx8-gSwMnzxcD,장임박,932,578,517,1R0N0sAIJEyQtsMd-t8Be9Y-SSr1Opjs7aDGeGTupQKyjVCkG6Bj_KXHipNjpVyCGcldArK_ZxCCVw
CHALLENGER,AbDgC9sc-8S4VmP7gZDoai_a7qz1TcCnc5E4Vp9UFwBDL0U,푹 쉬면서 해요 ,907,1027,924,wOTbs1GF5BM3IC7knJKTWNEJLzcJVA1ZL7jdOCDt3Mw9U6FfKQ03ItI_K4cQ6Irhm8Gb8uPs4ohaDw
CHALLENGER,QpewyK1OlMeJyjxgka0EJgh7RREPS0qMMnSNCWtngAMm2OrIqo5OlgjjTQ,이진용이진용,1305,835,739,s-DzDhq8auQrQz-MgZFKHjYunc-Sb0t3SmYuDIxe3UjnwNpAIg7u1GRZH3pFMpkXG2WSJhww3rGWJA
CHALLENGER,V16XTxyrsdSGCUMNEgKgBIHbpCFVpV6cKLc_3JPuPnYqRiFT4RMfAzATVg,Deity please,981,713,652,s1sCOJpzpHUDLDnsUV6VouqqQjs8_Er9D_eM2GXi9uQJ71zC8E41XnbIcYSOEEaaA0iQjvso3zACWg
CHALLENGER,x0zsqHKoQhhO5cJkx_NJyJEq07EGNoBiHtmVLQklInSiLqczdx97ATwWqA,cong tou kai shi,1301,780,681,Z6x8MrCFOMsO6vTkGiQ8jz9DkvjPo3Rb2Z_igcv8M-EC-Ohh4c5XMi6hcFwZABUVSSJ0iLdDDG4I5w
CHALLENGER,uqwxFWXDJoJBusAFxHJJEQP5jjFtI5EtoL3R1llA1Mbrp2A,Fisherr,1035,987,931,WeALqn7BgNkp2L5SqG4HIAyGUr7yYXXTFb_yPJ5gOd-nyyONYNQO9d-Okfqpl_9drzRdEtgwS7mumA
CHALLENGER,rAvmqDim-V33fMS5RvCn6a2mNBGFavVL5QG5U8sgpVm_M6s,FA Arad,1025,360,291,dfHjMZQkMzwRSM-TwfRcxB5ExaX_3lcnaozctaAV6vWX69rgN3LPLNImWEgodu0mGe-QLQpBQFIOmA
CHALLENGER,b-ZHWQJp5qrhqgWePu8m747Q9oKRNSv6IfhbZ-ixWVoowng,oLgoIgoLg,903,1098,1048,t0cAH4_Pz6V5BfxckI-r4okRKZfU075pI0l-1VcXy6_TNfbE7YjprhVgq38LJDOpf0TdHY_he8w99A
CHALLENGER,FVCjM3CVmmBmma6J-g3Z2rV9aXEWVuwGiSFpYDaf-ijkn3IL,Saebyuck,865,423,366,jNUg4SIE9feBKedLjooHVigOyLk2S0OOGi3pIFmlC4sMImVpsMMwvYI5fR-fFdC9Tc6Zx9Gqym2s2w
CHALLENGER,6gcoIxeS3KPK1lYWhRblSd6Uf3vEZKVYTxhdozTTu3pseiU6EKNTec_b-A,처음부터다시하다,904,627,528,h_gbUc1SCxH_hQQebr_EospVRRCTawHQCwXxht8Dzm0d0xGzf2XdJlXHQaimub_En8v8xv40rAsQEQ
CHALLENGER,ZinrLd55AjJhYLlff2zuC7JHqxb6TkWgJ8N5NYmduGctf68,EIderwood,907,649,585,GCm35kXw1Y1-x67bR0n6T0_7zB2b3F4FJSXNFie67dDdC1BwnY6iJdz2USis4THZonu_qWz_0-jQbg
CHALLENGER,0tbKc60q0h39c_uduq9ezrWQDMOI23v9sHrbh-QnyA_59-yBOoNkfVx5QA,Aljlrpaxljkljxto,1141,514,423,1uBn4NfWo7WCNEZ5IxAzffFjqdnA2mGl0VSm2kkPNdcvkgjLHblKvgheZMHR0w4KL924ENvAmlxUMg
CHALLENGER,hTJV-EmmbHpYr957ThHyUgsKUHU47IVURjxXc_MzQXrdJqYCOeWm2xgAGg,Astrocetus,860,460,385,cQesUE3duQcMLHcldUwb26f-DdwwQsgzQ3SyLJR776szc4icNGB0UEartFwo5YYlAH9iNrmlgcpMBw
CHALLENGER,gRB90bURdAzDPLz_i7xY-RdEG1SdJGaSCpcyGi38vkVwALovEioDpZmPNA,Jg Gaper,872,726,645,SBuBNzCtJgWhIT4E4FE7sxHc__afiotV0Jx8ZIW3jrE-ACnOFFFKhqTm0-13YwDKtaGFbeZdB_Q2_A
CHALLENGER,eOlymhtc90fW4S2I7HGwSaEolea7vDzD2WdVzxWVCHnG8wU,튀자튀자아,863,336,279,CYMtyn7b027-1HYTvNbCJ5COD9tX6pjK4c-CMsFaG4kQ5TRHDFYt8qLOxmDf3CIdAvJU4ddgcbhchg
CHALLENGER,ZkI2Gr8awW-A5I8zXfq5C4BcKougsjGPkr95wp9LYBpvGrw,See u AG,878,423,360,VXWRn7vsKvwp6hPgIz_c5-icSy9B0XCy48YHHHzsXhFsC-VCT3FQ61f9QSi_xSHFHndydB9lr9j3fQ
CHALLENGER,FhQBWVDWP2_BVU1M5v6w8IEwhecA2H_D4huUjMgkbCI9yw,Chieftain00,1346,870,753,FmPf9jshP1iZBO0nwofo_bT9MY_etYqKMl_P6-p5k-nK_dTSAMiQfaf21Dtp9WoCasp7fLFoWsIa0A
CHALLENGER,35LW2BRSfjaKa6uYropC_xvZi9Ae3o475nRtonCPEGHRuKVxMUo8Wv1cwQ,wangpiaoliang,924,502,427,7RnIO5LpmMnUXrmVXX4JEpmZO_dreiABOMLeJ2qL8hwQrDe-hESfeOLf6ZaEW04JG0AKhru7GuWODg
CHALLENGER,qoO7Z2XlHCoRamIbET8CoI3r5ngPIziDMUazUx2DfhRzTUlQCX71-JKsoQ,Epilogue for you,1160,335,255,CVrd1J-RHWfdi0w73Txpc0Ke3lPpd0LPtt1DEAmsSyqOdvsBh22-h_VHVVjM3fUNXT_dgl8AAjO3Dw
CHALLENGER,yaX0vDQ2_z1GLyE4MlWPNre1qL9s_v_lowQiKq7BASpfX_1u6qvaPmpnSA,kimchi warrior12,958,269,214,qf0Gnn2hJvKDdlAoS2CDNjIIksQuMOvTRSr2cPCABQH0AFh0CBk1kRSm4Ky0DruDkZSfS06iP23gNg
CHALLENGER,D7cVxoNDgSKm51X9TDj1vxgsxeycq39ff7qK7XTgy-DpymI,langman de,903,318,260,ueQ57jkvM6ThLFRyKDKBG0RWhoLg4CsxEpVFpGlU1TZUdz-7Jdw8e5XR0SmZL0kQsUSgpyUPkbvnmg
CHALLENGER,m6e2AObd7TJ4fDQmrOqBgM07dvHDxe_ANYAGK8IYWTsFtQc,행복하고싶다하하,860,656,603,8dqg_nLBL5iWSAznQftkKHnUlb45arFiX4drshSq-VivsxajIrXlYDt4j3qzqyx4WwrM2_m9yzMSYg
CHALLENGER,D9x-tkXSS3VXy887d1RUTrgYAoxcJc6KEuXVyIIkWrAkD4w,DK Chasy,906,1049,987,ywNXcoW7LXJnnk2Q2dp7V54XH5aUjCiJLtsWVZM1B97dFs4gsPDsBLBfZTaJ2hvMKawdGhqH5ASzTQ
CHALLENGER,MwU5zOkwVt4W97OvNOeasfJm5SfGcdpecFW222VcO_O3lXA,AF Keine,1016,1035,977,0
CHALLENGER,C5fxpRtzUkMDZoDEvHiIqeFp8E4MCUYjY8t2RT88iManwTg,이 쁜 채 팅,876,190,134,pYHuoIQJUW_myxpnDd2CYrGY8kBarwFaFtGzIq8p4zE3kAzs9owGKFPzilPT4AUcj2Z0OpEdKud0Ig
CHALLENGER,0R55eQB2i8oZ0fgnXM92oMfswkAAxUSEIGFnzQ99wDhlZKo,율천고 최현우,900,391,326,WwV47QL6Vc92NzUsXiiAKijJ62DQs3dzyLhadzakNE-FEuXHDEYhIuOVax4AKfq9Qu6eQL4k8fQ7aA
CHALLENGER,Q8zisOzS7-5bktrbBxaeAsM6gDzUzcH-Sj32ga_OzinQvIs,오동1,1007,1214,1123,txLWiK2Jf6v0wLzL28JoATdIkVKa9nfSxusZZBco5OsgNhVs6M3Jpznia-OKl9-NG5NknyOkETrYhA
CHALLENGER,fmPQAmmCPVV3EJTo4RyJxAAa15z5R4wDWOzbzzbHLO15jS8,Zxkkwhy,945,455,381,tFHxITJ6sAAUJfafoQ8tJOi8CqQBcbYc2IOXwGMcxH3yRJLRn83WNeJgO87QRmxEVVXPr4-cc_lgvg
CHALLENGER,vfWte2jowM_1Psn8l11X2PbZlF5BlvAum9VQmbJ9_xNdNBVT,숨지마라 룰루,1069,225,148,LU8ey10XUg7AhRXBc32UqDd2YGNQAwISgNxlAQiEgUA1nW3FiTBfmVzsL8IOdKv9fBjr2vA3o1cfDg
CHALLENGER,ZK320BMNytnzvWcuufRQ3dPOIGrYKsjisPVwm8K1R5gXXTQ,다람쥐땅콩빼앗기,1004,629,560,99RqOOPZQGIyhy3u4iaoctn0CPEXsMdH-Mvw6uwZN4lgtZdIQ_p2WRgLx0645yO21JpYrk7FohjZCg
CHALLENGER,jeM0fpsyUonQhjPQZvTOk2GEPr0vf_VZvpE4a_3cQOABSw,멘탈하난좋아 ,859,219,166,wX6nyQ0E7MOyYruYitt7tbiv0VGg31yloNc_8rvpwzRWuVi2m7f83IZbAr7GJznsfCj-5QRWJEboOA
CHALLENGER,TZp6f1OUmAG6MdkEHAqn6dT1PVWJmUeJYiqLyQkReyG6XAY,IgNar,991,374,308,-VVd26SW9AiIZZBdLomhHJ9N_qckzB0x7uEoUZHrTOvcRVC3nFUKwwCrW_SlAYNUatycnYWa9B3PgA
CHALLENGER,OLmezs8u11DtvmN_nNrfiPwHnINPuAm3H_KMrBkpL-As9pbFJjF1Yfxxiw,4cm,873,588,507,_CnQyWALaDSFeJzL_z2qdkGhKCFIN2GrRNRg1EzTrqi9OVy1yZ5UcQ3ShR6NPTJxZm7sGqXzKEO0Mg
CHALLENGER,RwOduvWrYjRXk8IxVQ1_sKwxxUS96hGoNV0WooJnaBwoz20,잘려고,870,543,488,Mrr8PsN5mw8tgiGzZoXz7j_8728Axe5tPbFJqlNP9x21NmmqKXS36FYzQ-vqaVkjQveu2YfSmO3f8g
CHALLENGER,8q4CfI94pWnBskLSKAHRQHDaQrW8VADS22Gchj_dFD1cPytiGYIEfyH_KQ,xcvknfdg,858,1032,970,52pOz3sCW6IukbrrSujn07x7zH91OHKzzjwt-AZjAHQpf_bFG7n9kzrBUKtIc6dE5b7eYPqoMIpnZg
CHALLENGER,rYoxU0L3UZE2oWRanKXQERpL3BbinMl0H34sgCGlcbAe3A,쪼렙이다말로하자,1471,954,854,STK9RuT1WNDo0DD3RZJVTbyWhjtOEJPTytFoV29fPjd08or1nFGJoeNphs8m2gmsLkcJfzpPp-f2Bg
CHALLENGER,6M18v9A0_X17eRlEjjwn6vlwN_k2GsKHV1CVMyBecdXFuQ,여름아나를왜물어,1019,361,285,X_H2wBI6FVEnvkTguD5appDq2Q6iJr_PjX77YfwvBMtEs-WSDaIUXdiwFbfxyoemjg_2LHZqn-VfMA
CHALLENGER,8uaBwFi59A_WjCqXP0EgjhblHjbO6jGMzAKdIOCwlDzMGkw,둠심 YouTube,867,449,373,prsQ09fvyxnESxxOLnE9f0Gf-VqPNNTDaixqiZPbFSUMGhAuIBvoAql23IDaNgy7WSHIhNnumiaoxg
CHALLENGER,ekehJa6yLqWXjanZan7JdbktmjUhTMX-csT-lgqNzv_mpUE,권 지 인,932,477,409,n-0ErMRCLwQgch0ufRHaQ56PP7LiVn_HYPzCqnjUDbh6KHBMhtbK911NKN5ZbriiKhHu3iz6H_1yeg
CHALLENGER,rsn6jlg1Evdhd4qJIsIjXn85lC4mvWZXUS0jv4TaMWEtxHeCd_tIfoolFw,wu guan feng yue,1018,654,562,8J9DfiEtP-NJZ2Ev_SFdtfEctMqim4h-7NVStIstoEDc2GaKyUgUZ8bsRXArGprgUHC2BIeog4n7Zw
CHALLENGER,LNxPD20kDw8BZ9coID6itheI2s4F-rhX3b79qdT8qdB68z-6ckozop535w,Tangyuando,956,435,363,xndA_Tnz3PEOuJl3Rr1hNMyNap3g7VKlzPQ_eytlOKMz-rM7c8Acdjh6VVaWJQHIkoSndMxzDiaSSg
CHALLENGER,AWWRKMHo9ov0GH3CBx0rfJmEUPG8n_mbOfZ5OPHrjSpNw-w,xiaguang,956,585,526,VhRBE3wnkqoRUvXsZivNv42vTUnB-7VNEmyq26QOVS5N9Epjmn2c5Z1JB4xtE0fQMm7qXV-fW-W-sA
CHALLENGER,BEtmeZM9nDSzOIcj6-sSpwV9F3hds5mPdA6tBuQRZFw6yw,Azhy,900,752,682,6AK-EiGPxVtnu0a5cgXsqt4rV2cRyj7O-holsc0h1RNUza0opZGVTlReSwazS3Vj6eEqdXGImUu9bQ
CHALLENGER,g7DH10_7wJ7BvMSALjr6Djp_zmg9jG0gxEebPdPu101Gx8Q,snzll,1315,619,537,Adshp38PUfP8bJncurPHW60c1aMSxxWBQ1aRb4bqxk6xkt1oWQHLUHYHhAIgZ1W2rm9UNnTqm_zyKg
CHALLENGER,ATSRuqy_3HDOD3mym0GT4rKfMjQuq0V2w_FCQVnwxZP2sfk,KT VicLa,1083,742,677,IMsX1Zi-XVO-g6kjbsornxaNQO_j81ORPrwCQfPYniJzh4rE2nGiPYxhIXOv53XNOWJ4GgxftQyYkw
CHALLENGER,r3hHsbePxbjlZwdC1PG5elgajcFU6KAY0qyHmOqwRLvjJXFi7SIkaF3NYA,FA 뉴에이디,900,262,208,Le8TGzUymmm-C7jiyhBYDfW09DELh9IyMkDrAyhCI79snBJ4vqcPoRJ-KclgQYkB3nc0OdIGz1_qzQ
CHALLENGER,7k0UpJNjppOa0DNeaOqO7QNe2lUDSLu-QfjBKYJNy_52tZs,zxcvbnasd2dk,996,517,447,Wh0PYVYYllUZA4Yo3N69mkrlIyt8bIwXn0kMN5OE-XGxEcdpkQ1OVbxh3H5BjnKfI150ZivlOh5KVQ
CHALLENGER,O4tKM4yfYwaRYD6uvDJCHRO-iiTuoTNljrBx3w-HwXRDZJHR,Aileri,861,298,240,xG5trCe4gMwr_9s3Ew7WNDA5-bqwCGKqxNFnkb9fX6YmOHPJb--WcPfnvHELfYSjbs8aDocNHBh4Ng
CHALLENGER,uVL6wyNYzM-teFWz-zYNtAROGIsgf-gS2Ft9dnhYVvCND6TfiDB1bY-9gg,111122223,1009,762,696,KuEvB5X2I_rdijo681ZsvB5ST7eqKBJt9EjAAJcAp1tw6LISAbok-CNjTGMKf-GFELFVygFkCS1b4Q
CHALLENGER,1p2-5WBOOl6Cj1tb_g4qBHEv8uQypHsbxRUuBOb0H3r4Xzo,장수열,870,382,318,lXJg4u77IhPdrPd7Pn7Q2OCL-GNPl41s9ojAohb21rDieXzNd7ldrcuNopwAHtMPhBFIEpV3G8T3MA
CHALLENGER,t_Fq4knWHpsJrexsqEda0_83lBBmuY1mfQC-Jtz63a9Q1Ow,Let me sup,859,1145,1081,W6YZG-7INWnlpCtqgVjFUmGCp1-BCsxFH9TxoqymXk_f1QBo5d9JvS53yI7mBRENEaGlfjrNaPsC2Q
